institute_id,institute_name,year,rank,GPHD,image_path,notes
IR-E-U-0946,Indian Institute of Technology Bhilai,2023,81,0.59,2023\081_Indian_Institute_of_Technology_Bhilai\scores.png,
IR-E-U-0197,National Institute of Technology Srinagar,2023,82,5.73,2023\082_National_Institute_of_Technology_Srinagar\scores.png,
IR-E-U-0017,Jawaharlal Nehru Technological University,2023,83,3.12,2023\083_Jawaharlal_Nehru_Technological_University\scores.png,
IR-E-U-0099,Guru Gobind Singh Indraprastha University,2023,84,3.27,2023\084_Guru_Gobind_Singh_Indraprastha_University\scores.png,
IR-E-U-0043,"Vignan's Foundation for Science, Technology and Research",2023,85,2.95,"2023\085_Vignan's_Foundation_for_Science,_Technology_and_Research\scores.png",
IR-E-C-16626,Rajalakshmi Engineering College,2023,86,2.68,2023\086_Rajalakshmi_Engineering_College\scores.png,
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,2023,87,0.52,2023\087_Vel_Tech_Rangarajan_Dr._Sagunthala_R_&_D_Institute_of_Science_and_Technology\scores.png,
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,2023,88,1.41,2023\088_Atal_Bihari_Vajpayee_Indian_Institute_of_Information_Technology_and_Management\scores.png,
IR-E-U-0516,Indian Institute of Information Technology Allahabad,2023,89,4.84,2023\089_Indian_Institute_of_Information_Technology_Allahabad\scores.png,
IR-E-U-0620,National Institute of Technology Goa,2023,90,2.51,2023\090_National_Institute_of_Technology_Goa\scores.png,
IR-E-U-0493,National Institute of Technology Agartala,2023,91,4.57,2023\091_National_Institute_of_Technology_Agartala\scores.png,
IR-E-U-0373,Chitkara  University,2023,92,1.22,2023\092_Chitkara_University\scores.png,
IR-E-U-0899,Indian Institute Of Technology Dharwad,2023,93,0.15,2023\093_Indian_Institute_Of_Technology_Dharwad\scores.png,
IR-E-C-24004,AU College of Engineering (A),2023,94,7.19,2023\094_AU_College_of_Engineering_(A)\scores.png,
IR-E-U-0613,National Institute of Technology Manipur,2023,95,2.90,2023\095_National_Institute_of_Technology_Manipur\scores.png,
IR-E-C-1269,R.V. College of Engineering,2023,96,1.02,2023\096_R.V._College_of_Engineering\scores.png,
IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM)",2023,97,4.21,"2023\097_Pandit_Dwarka_Prasad_Mishra_Indian_Institute_of_Information_Technology,_Design_a\scores.png",
IR-E-C-19754,SR University,2023,98,0.38,2023\098_SR_University\scores.png,
IR-E-U-0155,"Amity University Haryana, Gurgaon",2023,99,1.98,"2023\099_Amity_University_Haryana,_Gurgaon\scores.png",
IR-E-C-30045,"C.V. Raman Global University, Odisha",2023,100,0.23,"2023\100_C.V._Raman_Global_University,_Odisha\scores.png",
IR-E-U-0456,Indian Institute of Technology Madras,2024,1,16.98,2024\001_Indian_Institute_of_Technology_Madras\scores.jpg,
IR-E-I-1074,Indian Institute of Technology Delhi,2024,2,17.49,2024\002_Indian_Institute_of_Technology_Delhi\scores.jpg,
IR-E-U-0306,Indian Institute of Technology Bombay,2024,3,18.87,2024\003_Indian_Institute_of_Technology_Bombay\scores.jpg,
IR-E-I-1075,Indian Institute of Technology Kanpur,2024,4,16.08,2024\004_Indian_Institute_of_Technology_Kanpur\scores.jpg,
IR-E-U-0573,Indian Institute of Technology Kharagpur,2024,5,20.00,2024\005_Indian_Institute_of_Technology_Kharagpur\scores.jpg,
IR-E-U-0560,Indian Institute of Technology Roorkee,2024,6,14.44,2024\006_Indian_Institute_of_Technology_Roorkee\scores.jpg,
IR-E-U-0053,Indian Institute of Technology Guwahati,2024,7,15.71,2024\007_Indian_Institute_of_Technology_Guwahati\scores.jpg,
IR-E-U-0013,Indian Institute of Technology Hyderabad,2024,8,9.01,2024\008_Indian_Institute_of_Technology_Hyderabad\scores.jpg,
IR-E-U-0467,National Institute of Technology Tiruchirappalli,2024,9,11.35,2024\009_National_Institute_of_Technology_Tiruchirappalli\scores.jpg,
IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,2024,10,12.90,2024\010_Indian_Institute_of_Technology_(Banaras_Hindu_University)_Varanasi\scores.jpg,
IR-E-U-0490,Vellore Institute of Technology,2024,11,12.31,2024\011_Vellore_Institute_of_Technology\scores.jpg,
IR-E-U-0575,Jadavpur University,2024,12,12.46,2024\012_Jadavpur_University\scores.jpg,
IR-E-U-0473,S.R.M. Institute of Science and Technology,2024,13,10.29,2024\013_S.R.M._Institute_of_Science_and_Technology\scores.jpg,
IR-E-U-0439,Anna University,2024,14,13.43,2024\014_Anna_University\scores.jpg,
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,2024,15,14.18,2024\015_Indian_Institute_of_Technology_(Indian_School_of_Mines)_Dhanbad\scores.jpg,
IR-E-U-0273,Indian Institute of Technology Indore,2024,16,9.96,2024\016_Indian_Institute_of_Technology_Indore\scores.jpg,
IR-E-U-0237,"National Institute of Technology Karnataka, Surathkal",2024,17,11.70,"2024\017_National_Institute_of_Technology_Karnataka,_Surathkal\scores.jpg",
IR-E-U-0139,Indian Institute of Technology Gandhinagar,2024,18,7.66,2024\018_Indian_Institute_of_Technology_Gandhinagar\scores.jpg,
IR-E-U-0357,National Institute of Technology Rourkela,2024,19,11.63,2024\019_National_Institute_of_Technology_Rourkela\scores.jpg,
IR-E-U-0391,"Birla Institute of Technology and Science, Pilani",2024,20,7.51,"2024\020_Birla_Institute_of_Technology_and_Science,_Pilani\scores.jpg",
IR-E-U-0025,National Institute of Technology Warangal,2024,21,9.50,2024\021_National_Institute_of_Technology_Warangal\scores.jpg,
IR-E-U-0378,Indian Institute of Technology Ropar,2024,22,6.85,2024\022_Indian_Institute_of_Technology_Ropar\scores.jpg,
IR-E-U-0436,Amrita Vishwa Vidyapeetham,2024,23,3.09,2024\023_Amrita_Vishwa_Vidyapeetham\scores.jpg,
IR-E-U-0108,Jamia Millia Islamia,2024,24,8.26,2024\024_Jamia_Millia_Islamia\scores.jpg,
IR-E-U-0263,National Institute of Technology Calicut,2024,25,10.62,2024\025_National_Institute_of_Technology_Calicut\scores.jpg,
IR-E-U-0363,Siksha `O` Anusandhan,2024,26,9.91,2024\026_Siksha_`O`_Anusandhan\scores.jpg,
IR-E-U-0098,Delhi Technological University,2024,27,6.81,2024\027_Delhi_Technological_University\scores.jpg,
IR-E-U-0395,Indian Institute of Technology Jodhpur,2024,28,3.56,2024\028_Indian_Institute_of_Technology_Jodhpur\scores.jpg,
IR-E-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),2024,29,9.45,2024\029_Thapar_Institute_of_Engineering_and_Technology_(Deemed-to-be-university)\scores.jpg,
IR-E-U-0497,Amity University,2024,30,6.67,2024\030_Amity_University\scores.jpg,
IR-E-U-0184,Indian Institute of Technology Mandi,2024,31,7.85,2024\031_Indian_Institute_of_Technology_Mandi\scores.jpg,
IR-E-U-0747,Chandigarh University,2024,32,9.65,2024\032_Chandigarh_University\scores.jpg,
IR-E-U-0496,Aligarh Muslim University,2024,33,6.24,2024\033_Aligarh_Muslim_University\scores.jpg,
IR-E-U-0064,Indian Institute of Technology Patna,2024,34,8.80,2024\034_Indian_Institute_of_Technology_Patna\scores.jpg,
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),2024,35,9.72,2024\035_Koneru_Lakshmaiah_Education_Foundation_University_(K_L_College_of_Engineering)\scores.jpg,
IR-E-U-0458,Kalasalingam Academy of Research and Education,2024,36,9.22,2024\036_Kalasalingam_Academy_of_Research_and_Education\scores.jpg,
IR-E-U-0356,Kalinga Institute of Industrial Technology,2024,37,11.82,2024\037_Kalinga_Institute_of_Industrial_Technology\scores.jpg,
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,2024,38,9.67,2024\038_Shanmugha_Arts_Science_Technology_and_Research_Academy\scores.jpg,
IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,2024,39,7.79,2024\039_Visvesvaraya_National_Institute_of_Technology_Nagpur\scores.jpg,
IR-E-U-0055,National Institute of Technology Silchar,2024,40,8.18,2024\040_National_Institute_of_Technology_Silchar\scores.jpg,
IR-E-U-0308,Institute of Chemical Technology,2024,41,9.04,2024\041_Institute_of_Chemical_Technology\scores.jpg,
IR-E-U-0564,UPES,2024,42,0.60,2024\042_UPES\scores.jpg,
IR-E-U-0410,Malaviya National Institute of Technology,2024,43,8.23,2024\043_Malaviya_National_Institute_of_Technology\scores.jpg,
IR-E-U-0577,National Institute of Technology Durgapur,2024,44,9.45,2024\044_National_Institute_of_Technology_Durgapur\scores.jpg,
IR-E-U-0622,National Institute of Technology Delhi,2024,45,2.76,2024\045_National_Institute_of_Technology_Delhi\scores.jpg,
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,2024,46,6.71,2024\046_Sri_Sivasubramaniya_Nadar_College_of_Engineering\scores.jpg,
IR-E-U-0014,International Institute of Information Technology Hyderabad,2024,47,2.71,2024\047_International_Institute_of_Information_Technology_Hyderabad\scores.jpg,
IR-E-U-0202,Birla Institute of Technology,2024,48,5.43,2024\048_Birla_Institute_of_Technology\scores.jpg,
IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",2024,49,10.69,"2024\049_Indian_Institute_of_Engineering_Science_and_Technology,_Shibpur\scores.jpg",
IR-E-U-0379,Lovely Professional University,2024,50,4.75,2024\050_Lovely_Professional_University\scores.jpg,
IR-E-U-0255,Indian Institute of Space Science and Technology,2024,51,3.72,2024\051_Indian_Institute_of_Space_Science_and_Technology\scores.jpg,
IR-E-U-0555,Graphic Era University,2024,52,3.09,2024\052_Graphic_Era_University\scores.jpg,
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,2024,53,2.06,2024\053_Saveetha_Institute_of_Medical_and_Technical_Sciences\scores.jpg,
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,2024,54,6.64,2024\054_Indian_Institute_of_Technology_Bhubaneswar\scores.jpg,
IR-E-U-0072,National Institute of Technology Patna,2024,55,6.95,2024\055_National_Institute_of_Technology_Patna\scores.jpg,
IR-E-C-7252,Manipal Institute of Technology,2024,56,4.79,2024\056_Manipal_Institute_of_Technology\scores.jpg,
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),2024,57,7.22,2024\057_Netaji_Subhas_University_of_Technology_(NSUT)\scores.jpg,
IR-E-U-0374,Dr. B R Ambedkar National Institute of Technology Jalandhar,2024,58,6.57,2024\058_Dr._B_R_Ambedkar_National_Institute_of_Technology_Jalandhar\scores.jpg,
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,2024,59,6.88,2024\059_Sardar_Vallabhbhai_National_Institute_of_Technology\scores.jpg,
IR-E-U-0530,Motilal Nehru National Institute of Technology,2024,60,7.94,2024\060_Motilal_Nehru_National_Institute_of_Technology\scores.jpg,
IR-E-U-0844,Indian Institute of Technology Tirupati,2024,61,0.60,2024\061_Indian_Institute_of_Technology_Tirupati\scores.jpg,
IR-E-U-0906,Indian Institute of Technology Jammu,2024,62,1.43,2024\062_Indian_Institute_of_Technology_Jammu\scores.jpg,
IR-E-U-0297,Defence Institute of Advanced Technology,2024,63,2.42,2024\063_Defence_Institute_of_Advanced_Technology\scores.jpg,
IR-E-U-0878,Indian Institute of Technology Palakkad,2024,64,1.10,2024\064_Indian_Institute_of_Technology_Palakkad\scores.jpg,
IR-E-U-0749,"Manipal University, Jaipur",2024,64,1.16,"2024\064_Manipal_University,_Jaipur\scores.jpg",
IR-E-U-0474,Sathyabama Institute of Science and Technology,2024,66,6.17,2024\066_Sathyabama_Institute_of_Science_and_Technology\scores.jpg,
IR-E-C-37013,PSG College of Technology,2024,67,3.31,2024\067_PSG_College_of_Technology\scores.jpg,
IR-E-U-0619,National Institute of Technology Meghalaya,2024,68,3.36,2024\068_National_Institute_of_Technology_Meghalaya\scores.jpg,
IR-E-U-0249,Visvesvaraya Technological University,2024,69,2.71,2024\069_Visvesvaraya_Technological_University\scores.jpg,
IR-E-U-0042,University of Hyderabad,2024,70,5.94,2024\070_University_of_Hyderabad\scores.jpg,
IR-E-U-0092,National Institute of Technology Raipur,2024,71,7.76,2024\071_National_Institute_of_Technology_Raipur\scores.jpg,
IR-E-U-0284,Maulana Azad National Institute of Technology,2024,72,5.34,2024\072_Maulana_Azad_National_Institute_of_Technology\scores.jpg,
IR-E-U-0946,Indian Institute of Technology Bhilai,2024,73,0.67,2024\073_Indian_Institute_of_Technology_Bhilai\scores.jpg,
IR-E-U-0221,International Institute of Information Technology Bangalore,2024,74,1.30,2024\074_International_Institute_of_Information_Technology_Bangalore\scores.jpg,
IR-E-C-1331,M. S. Ramaiah Institute of Technology,2024,75,1.94,2024\075_M._S._Ramaiah_Institute_of_Technology\scores.jpg,
IR-E-U-0384,Sant Longowal Institute of Engineering and Technology,2024,76,3.09,2024\076_Sant_Longowal_Institute_of_Engineering_and_Technology\scores.jpg,
IR-E-C-41593,COEP Technological University,2024,77,2.42,2024\077_COEP_Technological_University\scores.jpg,
IR-E-U-0389,Banasthali Vidyapith,2024,78,7.82,2024\078_Banasthali_Vidyapith\scores.jpg,
IR-E-U-0197,National Institute of Technology Srinagar,2024,79,7.22,2024\079_National_Institute_of_Technology_Srinagar\scores.jpg,
